position,author_name,link,volgers,favorieten,gelezen,aanhetlezen,wiliklezen,favoriet,recensies,artikelen,newsroom,spots,topics
3103,L. Marie Adeline,https://www.hebban.nl/auteur/l-marie-adeline,10,3,203,2,70,3,9,2,,,
3104,Rohinton Mistry,https://www.hebban.nl/auteur/rohinton-mistry,0,13,35,0,15,13,2,,,,
3105,Maxime Paredis,https://www.hebban.nl/auteur/maxime-paredis,8,5,17,0,42,5,7,,,,
3106,Gea van Beuningen,https://www.hebban.nl/auteur/gea-van-beuningen,11,2,50,3,42,2,15,,,,
3107,Julie Plec,https://www.hebban.nl/auteur/julie-plec,,12,77,7,96,12,0,,,,
3108,Malcolm Lowry,https://www.hebban.nl/auteur/malcolm-lowry,0,13,107,1,35,13,0,,,1,
3109,Marc Levy,https://www.hebban.nl/auteur/marc-levy,6,7,122,2,61,7,13,,,3,
3110,Olivia Goldsmith,https://www.hebban.nl/auteur/olivia-goldsmith,9,4,313,1,88,4,9,,,,
3111,Mohsin Hamid,https://www.hebban.nl/auteur/mohsin-hamid,4,9,131,4,83,9,5,,,1,
3112,Bert Wiersema,https://www.hebban.nl/auteur/bert-wiersema,4,9,112,5,47,9,0,,,,
3113,Peter F. Hamilton,https://www.hebban.nl/auteur/peter-f-hamilton,7,6,54,0,22,6,3,,,1,
3114,Nagieb Mahfoez,https://www.hebban.nl/auteur/nagieb-mahfoez,2,11,120,1,67,11,5,,,,
3115,Caroline Kepnes,https://www.hebban.nl/auteur/caroline-kepnes,5,8,273,20,405,8,19,1,,1,
3116,Jonas Moström,https://www.hebban.nl/auteur/jonas-mostrom,7,6,213,15,323,6,9,,,1,
3117,Jan Geurtz,https://www.hebban.nl/auteur/jan-geurtz,3,10,193,31,175,10,8,,,1,
3118,Karine Giébel,https://www.hebban.nl/auteur/karine-giebel,8,5,90,1,28,5,24,,,,
3119,Michael Mortimer,https://www.hebban.nl/auteur/michael-mortimer,10,3,58,1,24,3,7,,,,
3120,Gerda Blees,https://www.hebban.nl/auteur/gerda-blees,2,11,178,9,303,11,16,3,4,1,
3121,Lisette Lewin,https://www.hebban.nl/auteur/lisette-lewin,,12,136,2,45,12,4,,,,
3122,Debra Eliza Mane,https://www.hebban.nl/auteur/debra-eliza-mane,3,10,227,1,107,10,40,,,,
3123,Harita Willebrands,https://www.hebban.nl/auteur/harita-willebrands,,12,48,0,93,12,9,,,,
3124,Paul Dowswell,https://www.hebban.nl/auteur/paul-dowswell,6,7,193,8,264,7,17,1,,1,
3125,Julie Thomas,https://www.hebban.nl/auteur/julie-thomas,,12,277,8,190,12,5,,,1,
3126,Peter Knapen,https://www.hebban.nl/auteur/peter-knapen,5,8,15,0,20,8,7,,,,
3127,Bastiaan Mellink,https://www.hebban.nl/auteur/bastiaan-mellink,13,,9,0,6,0,7,,,,
3128,Keigo Higashino,https://www.hebban.nl/auteur/keigo-higashino,10,3,123,1,75,3,28,,,2,
3129,Luca di Fulvio,https://www.hebban.nl/auteur/luca-di-fulvio,6,6,73,3,47,6,5,,,,
3130,Daisy Goodwin,https://www.hebban.nl/auteur/daisy-goodwin,,11,149,1,86,11,7,,,,
3131,Iain Pears,https://www.hebban.nl/auteur/iain-pears,6,6,93,1,58,6,12,1,,,
3132,Arthur van Amerongen,https://www.hebban.nl/auteur/arthur-van-amerongen,4,8,134,12,175,8,11,3,1,,
3133,Gerard Mak,https://www.hebban.nl/auteur/gerard-mak,12,,44,1,19,0,7,,,,
3134,Belcampo,https://www.hebban.nl/auteur/belcampo,4,8,78,4,44,8,4,3,,,
3135,Peter Mayle,https://www.hebban.nl/auteur/peter-mayle,5,7,112,3,36,7,1,,1,,
3136,Wolf Erlbruch,https://www.hebban.nl/auteur/wolf-erlbruch,,11,104,0,7,11,9,,,1,
3137,Raymond Carver,https://www.hebban.nl/auteur/raymond-carver,3,9,47,2,20,9,6,,,,
3138,Lori Benton,https://www.hebban.nl/auteur/lori-benton,4,8,90,2,76,8,8,,,,
3139,Andrus Kivirähk,https://www.hebban.nl/auteur/andrus-kivirahk,3,9,42,0,33,9,10,,,,
3140,Marina Gessner,https://www.hebban.nl/auteur/marina-gessner,0,12,158,2,91,12,10,,,3,
3141,Dineke Epping,https://www.hebban.nl/auteur/dineke-epping,9,3,113,9,97,3,6,,,2,
3142,Mirko Zilahy,https://www.hebban.nl/auteur/mirko-zilahy,9,3,112,3,78,3,12,,,,
3143,Anneliese Vonk - van der Zanden,https://www.hebban.nl/auteur/anneliese-vonk-van-der-zanden,12,,19,1,23,0,10,,,,
3144,Jennifer Murgia,https://www.hebban.nl/auteur/jennifer-murgia,4,8,133,2,124,8,44,,,,
3145,Kobie Krüger,https://www.hebban.nl/auteur/k-kruger,0,12,49,1,9,12,2,,,,
3146,Ton van Reen,https://www.hebban.nl/auteur/ton-van-reen-4,4,8,106,5,37,8,2,,,,
3147,Michel Tournier,https://www.hebban.nl/auteur/michel-tournier,0,12,41,1,26,12,0,,,,
3148,Jürgen Snoeren,https://www.hebban.nl/auteur/jurgen-snoeren,12,,31,2,55,0,11,3,,,
3149,Valerio Massimo Manfredi,https://www.hebban.nl/auteur/valerio-massimo-manfredi,3,9,96,15,43,9,6,,,2,
3150,Ismail Kadare,https://www.hebban.nl/auteur/ismail-kadare,3,9,85,2,39,8,4,,,,
3151,Friedrich Nietzsche,https://www.hebban.nl/auteur/friedrich-nietzsche,,11,45,13,73,11,0,,,1,
3152,Luke Scull,https://www.hebban.nl/auteur/luke-scull,11,,58,3,61,1,5,,,2,
3153,Ann Petry,https://www.hebban.nl/auteur/ann-petry,0,12,99,1,168,12,9,,,4,
3154,Jos van Manen Pieters,https://www.hebban.nl/auteur/jos-van-manen-pieters-4,0,12,149,3,32,12,2,2,,1,
3155,Rob Wijnberg,https://www.hebban.nl/auteur/rob-wijnberg,10,2,45,1,20,2,2,,,1,
3156,Helen Rappaport,https://www.hebban.nl/auteur/helen-rappaport,3,9,60,2,98,9,17,,,1,
3157,Tammara Webber,https://www.hebban.nl/auteur/tammara-webber,6,6,92,2,32,6,7,1,,,
3158,Anne van Doorn,https://www.hebban.nl/auteur/anne-van-doorn,6,6,90,1,153,6,6,,,,
3159,Helen Hoang,https://www.hebban.nl/auteur/helen-hoang,0,12,160,1,132,12,10,,,2,
3160,Mathias Maho,https://www.hebban.nl/auteur/mathias-maho,12,,11,1,12,0,7,,,,
3161,Anne Nicolai,https://www.hebban.nl/auteur/anne-nicolai,9,3,191,3,131,3,33,,,,
3162,Lauren Henderson,https://www.hebban.nl/auteur/lauren-henderson,8,4,89,0,43,4,4,,,,
3163,Evi Parker,https://www.hebban.nl/auteur/evi-parker,7,5,75,1,68,5,5,,,,
3164,Hugh Fearnley-Whittingstall,https://www.hebban.nl/auteur/hugh-fearnley-whittingstall,5,7,44,3,61,7,8,1,,,
3165,Nhung Dam,https://www.hebban.nl/auteur/nhung-dam,9,3,127,3,57,3,17,2,4,5,
3166,Minke Douwesz,https://www.hebban.nl/auteur/minke-douwesz,,11,55,3,26,11,1,,,,
3167,Anne Mette Hancock,https://www.hebban.nl/auteur/anne-mette-hancock,7,5,120,2,84,5,5,1,,,
3168,Ninni Schulman,https://www.hebban.nl/auteur/ninni-schulman,7,5,126,5,181,5,6,,,2,
3169,Michael DiMercurio,https://www.hebban.nl/auteur/m-dimercurio,4,8,80,1,7,8,5,,,,
3170,Paul Mosier,https://www.hebban.nl/auteur/paul-mosier,2,10,90,2,88,10,8,1,,3,
3171,Lucy Christopher,https://www.hebban.nl/auteur/lucy-christopher,5,7,38,0,26,7,3,,,,
3172,Ottessa Moshfegh,https://www.hebban.nl/auteur/ottessa-moshfegh,0,12,205,12,218,12,18,,,1,
3173,Erna Sassen,https://www.hebban.nl/auteur/erna-sassen,5,7,251,11,96,7,10,,,1,
3174,Suzanne Buis,https://www.hebban.nl/auteur/suzanne-buis,6,6,104,3,30,6,14,1,,,
3175,Roos Vlogman,https://www.hebban.nl/auteur/roos-vlogman,10,2,22,0,70,2,18,,,,
3176,Colleen Cross,https://www.hebban.nl/auteur/colleen-cross,4,8,90,3,46,8,11,,,,
3177,Paul Goeken,https://www.hebban.nl/auteur/paul-goeken,10,2,81,2,35,1,54,4,,2,
3178,Victoria Clayton,https://www.hebban.nl/auteur/victoria-clayton,9,3,197,2,98,3,8,,,1,
3179,Clara Asscher-Pinkhof,https://www.hebban.nl/auteur/clara-asscher-pinkhof,2,10,74,2,32,10,3,,,3,
3180,Stephan Molier,https://www.hebban.nl/auteur/stephan-molier,12,,9,2,13,0,0,,,,
3181,Mark Twain,https://www.hebban.nl/auteur/mark-twain,2,10,225,11,103,10,7,,,3,
3182,Leo Pleysier,https://www.hebban.nl/auteur/leo-pleysier,5,7,188,1,32,7,10,1,,1,
3183,Dirk Willaert,https://www.hebban.nl/auteur/dirk-willaert,12,,4,1,7,0,2,,,,
3184,Dolores Thijs,https://www.hebban.nl/auteur/dolores-thijs,7,5,81,3,93,5,20,2,,1,
3185,Gerrit Achterberg,https://www.hebban.nl/auteur/gerrit-achterberg,5,7,38,0,5,7,0,,,2,
3186,Marcel Langedijk,https://www.hebban.nl/auteur/marcel-langedijk,2,10,657,9,198,10,32,,6,,
3187,Marcel van Roosmalen,https://www.hebban.nl/auteur/marcel-van-roosmalen-2,5,7,282,21,194,7,9,2,3,1,
3188,Denis Johnson,https://www.hebban.nl/auteur/denis-johnson,5,7,165,4,121,7,14,1,1,,
3189,Wanda Bommer,https://www.hebban.nl/auteur/wanda-bommer,5,7,243,1,102,7,35,,,1,
3190,Patrick deWitt,https://www.hebban.nl/auteur/patrick-dewitt,4,8,137,3,67,8,19,1,,,
3191,Lorenzo Carcaterra,https://www.hebban.nl/auteur/lorenzo-carcaterra,5,7,49,0,10,7,6,,,,
3192,Georges Perec,https://www.hebban.nl/auteur/georges-perec,,11,108,9,100,11,15,,,6,
3193,Annet Mol,https://www.hebban.nl/auteur/annet-mol,12,,1,0,1,0,1,,,,
3194,Amitav Ghosh,https://www.hebban.nl/auteur/amitav-ghosh,,11,62,4,51,11,4,,,,
3195,Toon Hermans,https://www.hebban.nl/auteur/toon-hermans,7,5,138,2,23,5,3,,,2,
3196,Thomas Keneally,https://www.hebban.nl/auteur/thomas-keneally,3,9,201,5,112,9,1,,,2,
3197,Nadeem Aslam,https://www.hebban.nl/auteur/nadeem-aslam,2,10,30,2,11,10,3,,,,
3198,Catherine Banner,https://www.hebban.nl/auteur/catherine-banner,7,5,201,5,163,5,15,,,6,
3199,Pascal Engman,https://www.hebban.nl/auteur/pascal-engman,9,3,176,8,494,3,30,2,,4,
3200,Dian van der Veer,https://www.hebban.nl/auteur/dian-van-der-veer,12,,5,0,1,0,4,,,,
3201,Ezra de Haan,https://www.hebban.nl/auteur/ezra-de-haan-2,12,,0,0,0,0,0,,,,
3202,Paul Verhaeghe,https://www.hebban.nl/auteur/paul-verhaeghe,6,6,137,20,240,6,11,,,1,
3203,Nigella Lawson,https://www.hebban.nl/auteur/nigella-lawson,7,5,87,1,50,5,5,1,1,6,
3204,Arie van Driel,https://www.hebban.nl/auteur/arie-van-driel,5,7,23,0,5,5,7,,,,
3205,Fiona Higgins,https://www.hebban.nl/auteur/fiona-higgins,5,7,194,5,153,7,17,1,,2,
3206,Jac. Toes,https://www.hebban.nl/auteur/jac-toes,9,3,115,19,155,3,21,7,2,,
3207,Sheila O'Flanagan,https://www.hebban.nl/auteur/sheila-oflanagan-2,12,,176,2,82,0,2,,,2,
3208,Machteld Van Beek,https://www.hebban.nl/auteur/machteld-van-beek,11,,25,0,52,1,12,,,,
3209,Darynda Jones,https://www.hebban.nl/auteur/darynda-jones,7,5,93,0,30,2,7,,,,
3210,Daniel Abraham,https://www.hebban.nl/auteur/daniel-abraham,11,,29,3,14,1,0,,,,
3211,Rita Mae Brown,https://www.hebban.nl/auteur/rita-mae-brown,3,9,186,0,29,9,2,,,,
3212,Jo Rees,https://www.hebban.nl/auteur/jo-rees,5,7,71,2,25,7,9,,,3,
3213,Ad van Gils,https://www.hebban.nl/auteur/ad-van-gils-3,0,12,92,0,3,12,0,,,,
3214,Koethi Zan,https://www.hebban.nl/auteur/koethi-zan,8,4,79,2,41,4,7,,,,
3215,Max Brooks,https://www.hebban.nl/auteur/max-brooks,5,7,59,1,40,7,5,2,,1,
3216,Rinske Hillen,https://www.hebban.nl/auteur/rinske-hillen,5,7,123,3,69,7,8,,3,6,
3217,Annet de Jong,https://www.hebban.nl/auteur/annet-de-jong-3,11,,247,7,80,1,35,4,1,1,
3218,Nikola Scott,https://www.hebban.nl/auteur/nikola-scott,,11,214,5,193,11,16,,,2,
3219,Joanna Cannon,https://www.hebban.nl/auteur/joanna-cannon,5,7,140,9,120,7,29,,,3,
3220,Alexander Solzjenitsyn,https://www.hebban.nl/auteur/alexander-solzjenitsyn,,11,95,2,56,11,2,,,,
3221,Anton Koolhaas,https://www.hebban.nl/auteur/anton-koolhaas,0,12,164,0,20,13,12,,,,
3222,Kristen Callihan,https://www.hebban.nl/auteur/kristen-callihan,4,8,233,0,93,8,2,,,,
3223,Bregje Bleeker,https://www.hebban.nl/auteur/bregje-bleeker,7,5,115,3,64,5,31,3,2,1,
3224,Boris Akoenin,https://www.hebban.nl/auteur/boris-akoenin,7,5,87,0,29,5,16,,,1,
3225,Frits van Oostrom,https://www.hebban.nl/auteur/frits-van-oostrom,2,10,97,16,78,10,0,1,1,,
3226,Marita de  Sterck,https://www.hebban.nl/auteur/marita-de-sterck,8,4,167,4,140,4,17,,,3,
3227,Mark Greaney,https://www.hebban.nl/auteur/mark-greaney,8,4,194,5,92,4,15,,,,
3228,Roxanne Wellens,https://www.hebban.nl/auteur/roxanne-wellens,3,9,64,4,94,9,5,2,1,5,
3229,Paul Kustermans,https://www.hebban.nl/auteur/paul-kustermans,7,5,65,0,12,5,0,,,,
3230,Riikka Pulkkinen,https://www.hebban.nl/auteur/riikka-pulkkinen,6,6,185,1,93,6,15,,,,
3231,David Pefko,https://www.hebban.nl/auteur/david-pefko,8,4,132,2,57,4,5,,,,
3232,Tom Cain,https://www.hebban.nl/auteur/tom-cain,9,3,78,0,31,3,10,,,1,
3233,Rhonda Byrne,https://www.hebban.nl/auteur/rhonda-byrne,2,10,172,19,95,10,9,,,,
3234,Colin Forbes,https://www.hebban.nl/auteur/colin-forbes,9,3,396,5,70,3,18,,,,
3235,António Lobo Antunes,https://www.hebban.nl/auteur/antonio-lobo-antunes-3,4,8,76,6,144,8,9,,,,
3236,Bart Middelburg,https://www.hebban.nl/auteur/bart-middelburg,5,7,108,5,42,7,5,2,,,
3237,Oliver Reps,https://www.hebban.nl/auteur/oliver-reps,4,8,124,2,159,8,29,6,,,
3238,Wouter A. Blokdijk,https://www.hebban.nl/auteur/wouter-a-blokdijk,8,4,10,8,17,4,0,,,,
3239,Kate Harrison,https://www.hebban.nl/auteur/kate-harrison,7,5,112,2,56,5,4,,,,
3240,Louise Millar,https://www.hebban.nl/auteur/louise-millar,9,3,130,4,55,3,21,1,,,
3241,Michael Byrnes,https://www.hebban.nl/auteur/michael-byrnes,9,3,53,1,31,3,11,,,,
3242,Bertrice Small,https://www.hebban.nl/auteur/bertrice-small,6,6,46,1,17,6,0,,,,
3243,Kevin Guilfoile,https://www.hebban.nl/auteur/kevin-guilfoile,5,7,98,2,103,7,25,1,,1,
3244,Kris Verburgh,https://www.hebban.nl/auteur/kris-verburgh,3,9,121,9,39,9,5,1,,,
3245,Max Bartels,https://www.hebban.nl/auteur/max-bartels,12,,7,0,8,0,5,,,,
3246,Frank stichting Anne,https://www.hebban.nl/auteur/frank-stichting-anne,,11,31,0,7,11,1,,,,
3247,Joshua J.B. Telkamp,https://www.hebban.nl/auteur/joshua-jb-telkamp,5,7,26,2,21,7,15,2,,,
3248,Petra Spark,https://www.hebban.nl/auteur/petra-spark,12,,56,2,103,0,14,,,,
3249,Rani Manicka,https://www.hebban.nl/auteur/rani-manicka,,11,147,4,95,11,6,,,1,
3250,Goedele Ghijsen,https://www.hebban.nl/auteur/goedele-ghijsen,12,,1,0,0,0,0,,,,
3251,Griselda Molemans,https://www.hebban.nl/auteur/griselda-molemans,7,5,57,1,106,5,9,1,,,
3252,Jennifer Lynn Barnes,https://www.hebban.nl/auteur/jennifer-lynn-barnes,2,10,163,7,350,11,24,,,3,
3253,Åsa Hellberg,https://www.hebban.nl/auteur/asa-hellberg,7,5,191,27,755,5,56,2,,3,
3254,Buthler & Öhrlund,https://www.hebban.nl/auteur/buthler-ohrlund,5,7,94,3,37,7,22,,,,
3255,J.M. Barrie,https://www.hebban.nl/auteur/jm-barrie,0,12,93,4,41,12,2,,,3,
3256,Bianca Boer,https://www.hebban.nl/auteur/bianca-boer,2,10,94,2,86,10,25,3,,1,
3257,Willem Frederik Erné,https://www.hebban.nl/auteur/willem-frederik-erne,10,2,14,1,5,2,8,,,,
3258,C Laffet,https://www.hebban.nl/auteur/c-laffet,6,6,22,0,39,6,18,,,,
3259,K.R. Valgaeren,https://www.hebban.nl/auteur/kr-valgaeren,8,4,48,3,39,4,12,,,,
3260,Luca Crippa,https://www.hebban.nl/auteur/luca-crippa,2,10,328,12,260,10,9,,,,
3261,Emma Storris,https://www.hebban.nl/auteur/emma-storris,10,2,1,0,0,2,0,,,,
3262,Bernard Dewulf,https://www.hebban.nl/auteur/bernard-dewulf,6,6,73,2,61,6,4,,,1,
3263,E.M. Forster,https://www.hebban.nl/auteur/em-forster,2,10,113,4,56,10,4,,,,
3264,Thierry Baudet,https://www.hebban.nl/auteur/thierry-baudet,7,5,71,3,65,5,6,,,2,
3265,Massimo Vacchetta,https://www.hebban.nl/auteur/massimo-vacchetta,,11,100,3,86,11,5,,,2,
3266,Femke Dekker,https://www.hebban.nl/auteur/femke-dekker,10,2,106,2,34,2,18,,,2,
3267,Nathan Filer,https://www.hebban.nl/auteur/nathan-filer,3,9,140,5,50,9,7,,,,
3268,Mireille Geus,https://www.hebban.nl/auteur/mireille-geus,7,5,179,4,87,5,32,1,,,
3269,Tosca Lee,https://www.hebban.nl/auteur/tosca-lee,8,4,125,3,141,4,20,1,,1,
3270,Julia Franck,https://www.hebban.nl/auteur/julia-franck,6,6,140,0,56,6,6,,,,
3271,C.L. Taylor,https://www.hebban.nl/auteur/cl-taylor,4,8,211,1,196,8,24,,,2,
3272,Joost Uitdehaag,https://www.hebban.nl/auteur/joost-uitdehaag,11,,76,2,47,1,30,1,,,
3273,Midori Snyder,https://www.hebban.nl/auteur/midori-snyder,2,10,44,3,23,10,2,,,,
3274,Machteld Siegmann,https://www.hebban.nl/auteur/machteld-siegmann,4,8,230,22,254,8,18,,1,,
3275,Daniel Defoe,https://www.hebban.nl/auteur/daniel-defoe,3,9,123,6,56,9,1,,,3,
3276,Thomas Harding,https://www.hebban.nl/auteur/thomas-harding,,11,107,3,148,11,6,,,1,
3277,Katarina Wennstam,https://www.hebban.nl/auteur/k-wennstam,11,,99,1,63,1,14,,,,
3278,Anke Laterveer,https://www.hebban.nl/auteur/anke-laterveer,9,3,76,2,50,3,20,2,,,
3279,Hanny Alders,https://www.hebban.nl/auteur/hanny-alders,4,8,56,3,44,8,2,,,,
3280,Denis Avey,https://www.hebban.nl/auteur/denis-avey,2,10,411,25,232,10,20,,,,
3281,Tomas Lieske,https://www.hebban.nl/auteur/tomas-lieske,7,5,215,5,82,5,16,,,,
3282,James Grippando,https://www.hebban.nl/auteur/j-grippando,7,5,119,1,60,5,10,1,,,
3283,José Bosma,https://www.hebban.nl/auteur/jose-bosma,11,,21,0,30,1,17,,,,
3284,Elizabeth van Driel,https://www.hebban.nl/auteur/elizabeth-van-driel,10,2,17,2,31,2,12,,,,
3285,Scott Bergstrom,https://www.hebban.nl/auteur/scott-bergstrom,5,7,96,5,89,7,30,,,,
3286,Anke van Haften,https://www.hebban.nl/auteur/anke-van-haften,12,,3,0,8,0,1,,,,
3287,Marcus,https://www.hebban.nl/auteur/marcus,11,,19,2,33,1,9,,,,
3288,William Gibson,https://www.hebban.nl/auteur/william-gibson,6,6,62,4,54,6,3,6,,6,
3289,Leo de Vos,https://www.hebban.nl/auteur/leo-de-vos,12,,1,0,0,0,0,,,,
3290,Barry Eisler,https://www.hebban.nl/auteur/barry-eisler,9,3,101,0,49,3,8,2,,,
3291,Rebecca James,https://www.hebban.nl/auteur/rebecca-james,3,9,81,0,39,9,17,,,,
3292,Anke Kranendonk,https://www.hebban.nl/auteur/anke-kranendonk,4,8,212,4,66,8,51,2,,7,
3293,Nadia de Vriendt,https://www.hebban.nl/auteur/nadia-de-vriendt,12,,9,0,22,0,2,,,,
3294,Susan van der Beek,https://www.hebban.nl/auteur/susan-van-der-beek,10,2,5,0,0,2,2,,,,
3295,Annemarie van Haeringen,https://www.hebban.nl/auteur/annemarie-van-haeringen-5,4,8,174,0,40,8,16,2,,4,
3296,Pierdomenico Baccalario,https://www.hebban.nl/auteur/pierdomenico-baccalario,7,5,56,1,76,5,2,,,,
3297,Jef Vermassen,https://www.hebban.nl/auteur/jef-vermassen,4,8,76,17,88,8,4,,,,
3298,Margreet Slikker,https://www.hebban.nl/auteur/margreet-slikker,9,3,35,0,7,3,8,,,,
3299,Claire North,https://www.hebban.nl/auteur/claire-north,6,6,72,2,125,6,15,3,1,1,
3300,Redmond O'Hanlon,https://www.hebban.nl/auteur/redmond-ohanlon,3,9,171,0,36,9,19,,,1,
3301,Roberto Bolaño,https://www.hebban.nl/auteur/roberto-bolano,2,10,82,5,96,10,11,,,1,
3302,Jan de Hartog,https://www.hebban.nl/auteur/jan-de-hartog-3,3,9,120,0,24,9,4,,,,
3303,George Mastras,https://www.hebban.nl/auteur/george-mastras,2,10,65,1,23,10,8,,,,
3304,Linda Lay Shuler,https://www.hebban.nl/auteur/linda-lay-shuler,2,10,44,0,12,10,0,,,,
3305,Edouard Louis,https://www.hebban.nl/auteur/edouard-louis,3,9,208,7,175,9,18,,,,
3306,Harmen van Straaten,https://www.hebban.nl/auteur/harmen-van-straaten,9,3,228,2,42,3,28,2,1,9,
3307,Ilona Andrews,https://www.hebban.nl/auteur/ilona-andrews,10,2,113,0,50,2,4,,,1,
3308,Meg Waite Clayton,https://www.hebban.nl/auteur/meg-waite-clayton,0,12,308,15,545,12,19,1,,2,
3309,Giovanni Boccaccio,https://www.hebban.nl/auteur/giovanni-boccaccio,,11,54,6,70,11,1,,,,
3310,Ann Napolitano,https://www.hebban.nl/auteur/ann-napolitano,0,12,366,20,322,12,22,,,,
3311,Damian Dibben,https://www.hebban.nl/auteur/damian-dibben,3,9,113,2,105,9,13,,,,
3312,Jolanda de  Faria,https://www.hebban.nl/auteur/jolanda-de-faria,9,3,29,0,10,3,9,,,,
3313,Marjoleine Tel,https://www.hebban.nl/auteur/marjoleine-tel,11,,19,0,17,1,0,,,1,
3314,Parker Bilal,https://www.hebban.nl/auteur/parker-bilal,8,4,97,2,47,4,9,,,,
3315,Jenny Offill,https://www.hebban.nl/auteur/jenny-offill,2,10,103,2,85,10,10,1,,,
3316,Stella Gemmell,https://www.hebban.nl/auteur/stella-gemmell,9,3,71,3,58,3,3,,,,
3317,Rachel Simon,https://www.hebban.nl/auteur/rachel-simon,3,8,56,0,31,8,2,,,,
3318,Joost van den Vondel,https://www.hebban.nl/auteur/joost-van-den-vondel,9,2,81,0,21,2,2,,,,
3319,Sehrish Hussain,https://www.hebban.nl/auteur/sehrish-hussain,9,2,5,4,9,2,2,,,,
3320,Meik Wiking,https://www.hebban.nl/auteur/meik-wiking,3,8,198,10,123,8,11,,,2,
3321,Lucy Dillon,https://www.hebban.nl/auteur/lucy-dillon,6,5,215,6,293,5,22,1,,8,
3322,Saskia Goldschmidt,https://www.hebban.nl/auteur/saskia-goldschmidt,4,7,155,3,85,7,11,,,2,
3323,Kate Furnivall,https://www.hebban.nl/auteur/kate-furnivall,8,3,193,2,134,3,11,,,,
3324,Dick Laan,https://www.hebban.nl/auteur/dick-laan,2,9,424,6,59,9,5,,,5,
3325,Tijn Touber,https://www.hebban.nl/auteur/tijn-touber,2,9,85,7,56,9,3,,,,
3326,Merel van Groningen,https://www.hebban.nl/auteur/merel-van-groningen,5,6,288,7,97,6,16,1,,,
3327,Cornelis Van Zweeden ,https://www.hebban.nl/auteur/van-zweeden-cornelis,8,3,3,0,5,3,2,,,,
3328,Daan Remmerts de Vries,https://www.hebban.nl/auteur/daan-remmerts-de-vries-2,9,2,154,3,58,2,15,3,,2,
3329,Pierre Grimbert,https://www.hebban.nl/auteur/pierre-grimbert,6,5,161,8,135,5,12,,,1,
3330,Dave Pelzer,https://www.hebban.nl/auteur/dave-pelzer,0,11,243,2,145,11,9,,,,
3331,Margot Westermann,https://www.hebban.nl/auteur/margot-westermann,,10,102,5,114,10,5,1,,1,
3332,Maria Stahlie,https://www.hebban.nl/auteur/maria-stahlie,4,7,150,7,51,7,6,2,,1,
3333,Rosemary Sutcliff,https://www.hebban.nl/auteur/rosemary-sutcliff,3,8,97,1,28,8,0,,,,
3334,Blake Charlton,https://www.hebban.nl/auteur/blake-charlton,6,5,47,1,40,5,0,,,,
3335,Corban Addison,https://www.hebban.nl/auteur/corban-addison,7,4,75,2,27,4,3,,,,
3336,Tim Notten,https://www.hebban.nl/auteur/tim-notten,4,7,60,1,38,7,17,1,,,
3337,Héctor Garcia,https://www.hebban.nl/auteur/hector-garcia,2,9,355,47,279,9,11,,,1,
3338,Lucinda Carrington,https://www.hebban.nl/auteur/lucinda-carrington,11,,365,2,138,0,3,,,,
3339,Kate DiCamillo,https://www.hebban.nl/auteur/kate-dicamillo,,10,92,2,49,10,10,1,,2,
3340,Larry Niven,https://www.hebban.nl/auteur/larry-niven,5,6,171,1,50,6,5,3,,5,
3341,Peter Wohlleben,https://www.hebban.nl/auteur/peter-wohlleben,3,8,133,14,184,8,13,,,,
3342,Sofia Lundberg,https://www.hebban.nl/auteur/sofia-lundberg,4,7,104,1,160,7,6,,,3,
3343,Jeroen Smit,https://www.hebban.nl/auteur/jeroen-smit,5,6,121,13,91,6,5,,1,,
3344,Gretchen Rubin,https://www.hebban.nl/auteur/gretchen-rubin,,10,89,14,75,10,5,,,1,
3345,R. Ramdhani,https://www.hebban.nl/auteur/r-ramdhani,3,8,6,1,6,8,0,,,,
3346,C. van den End,https://www.hebban.nl/auteur/c-van-den-end-2,11,,2,0,3,0,1,,,,
3347,Edith Tulp,https://www.hebban.nl/auteur/edith-tulp,7,4,26,0,27,4,17,1,,,
3348,Marcha de Groof,https://www.hebban.nl/auteur/marcha-de-groof,9,2,17,0,7,2,3,5,,,
3349,Hans Keilson,https://www.hebban.nl/auteur/hans-keilson,3,8,113,1,44,8,16,,,1,
3350,Joukje Akveld,https://www.hebban.nl/auteur/joukje-akveld,3,8,120,2,62,8,22,4,,3,
3351,Elly Biesters,https://www.hebban.nl/auteur/elly-biesters,7,4,125,0,70,4,19,2,1,4,
3352,Jennifer Hillier,https://www.hebban.nl/auteur/jennifer-hillier,4,7,201,6,424,7,11,1,1,,
3353,ivan en ilia,https://www.hebban.nl/auteur/ivan-ilia,0,11,115,2,36,11,5,2,,,
3354,Gerard Donovan,https://www.hebban.nl/auteur/gerard-donovan,4,7,73,0,75,7,20,1,,,
3355,Hank Green,https://www.hebban.nl/auteur/hank-green,3,8,72,5,83,8,10,2,,1,
3356,Dick Matena,https://www.hebban.nl/auteur/dick-matena,3,8,89,3,37,8,6,2,,6,
3357,T. Jefferson Parker,https://www.hebban.nl/auteur/t-jefferson-parker,9,2,144,0,50,2,29,,,,
3358,Jeroen Kraakman,https://www.hebban.nl/auteur/jeroen-kraakman,6,5,7,0,11,5,3,,,1,
3359,Aleksandr Skorobogatov,https://www.hebban.nl/auteur/aleksandr-skorobogatov,3,8,89,3,126,8,10,,,8,
